transaction_id,award_id,recipient_name,recipient_uei,action_date,transaction_amount_usd,award_type,awarding_agency,awarding_sub_agency,funding_agency,funding_sub_agency,naics_code,naics_description,psc_code,psc_description,transaction_description,primary_place_of_performance
295516721,DEDT0012621,HANFORD OCCUPATIONAL HEALTHCARE AND WELLNESS INC.,WM87A5M8MK29,2024-09-26,-4400.57,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,621111,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),Q526,MEDICAL- MEDICAL/PSYCHIATRIC CONSULTATION,"PROVIDE ADDITIONAL OCCUPATIONAL MEDICAL SERVICES TO THE UNITED STATES DEPARTMENT OF ENERGY, OFFICE OF RIVER PROTECTION, TANK FARMS OPERATING CONTRACTOR, AND WASHINGTON RIVER PROTECTION SOLUTIONS, LLC. THIS MODIFICATION DE-OBLIGATES FUNDS FOR CLOSEOUT","{'city_name': 'RICHLAND', 'congressional_code': '04', 'country_name': 'UNITED STATES', 'county_code': '005', 'county_name': 'BENTON', 'location_country_code': 'USA', 'state_code': 'WA', 'state_name': 'Washington', 'zip4': '5321', 'zip5': '99354'}"
295520510,DEEM0003733,SWIFT & STALEY INC.,KEG8NAADACH5,2024-09-26,227704.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561210,FACILITIES SUPPORT SERVICES,S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,"CONTRACT - PADUCAH INFRASTRUCTURE SUPPORT SERVICES.   THE PURPOSE OF THIS MODIFICATION IS TO ISSUE TASK ORDERS 0224 AND 0225, UPDATE CONTRACT SECTIONS, AND ADD INCREMENTAL FUNDING.","{'city_name': 'KEVIL', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '145', 'county_name': 'MCCRACKEN', 'location_country_code': 'USA', 'state_code': 'KY', 'state_name': 'Kentucky', 'zip4': '9685', 'zip5': '42053'}"
295520610,DEEM0004559,"MID-AMERICA CONVERSION SERVICES, LLC",FV18U2KPEDS6,2024-09-26,0.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,325180,OTHER BASIC INORGANIC CHEMICAL MANUFACTURING,M1PD,OPERATION OF WASTE TREATMENT AND STORAGE FACILITIES,OPERATION OF DEPLETED URANIUM HEXAFLUORIDE CONVERSION FACILITIES - CHANGE ORDER TO EXTEND THE PERIOD OF PERFORMANCE BY EIGHT MONTHS.,"{'city_name': 'PIKETON', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '131', 'county_name': 'PIKE', 'location_country_code': 'USA', 'state_code': 'OH', 'state_name': 'Ohio', 'zip4': '9749', 'zip5': '45661'}"
295520610,DEEM0004559,"MID-AMERICA CONVERSION SERVICES, LLC",FV18U2KPEDS6,2024-09-26,14540685.83,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,325180,OTHER BASIC INORGANIC CHEMICAL MANUFACTURING,M1PD,OPERATION OF WASTE TREATMENT AND STORAGE FACILITIES,OPERATION OF DEPLETED URANIUM HEXAFLUORIDE CONVERSION FACILITIES - INCREMENTAL FUNDING OBLIGATION FOR CONTRACT LINE ITEM NUMBERS 0002 AND 0007,"{'city_name': 'PIKETON', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '131', 'county_name': 'PIKE', 'location_country_code': 'USA', 'state_code': 'OH', 'state_name': 'Ohio', 'zip4': '9749', 'zip5': '45661'}"
295522037,DEFE0011020,"FLUOR FEDERAL PETROLEUM OPERATIONS, LLC",KJDUB6XQDTN4,2024-09-26,-89282.9,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561210,FACILITIES SUPPORT SERVICES,R799,SUPPORT- MANAGEMENT: OTHER,"THE PURPOSE OF THIS MODIFICATION IS TO DEOBLIGATE TOTAL FUNDS OF $91,282.90 AND PROVIDE ADDITIONAL $2,000 WHICH WILL DECREASE THE TOTAL FUNDS OBLIGATED CONTRACT $89,282.90 FROM $3,185,461,834.71 TO $3,185,372,551.81.","{'city_name': 'NEW ORLEANS', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '051', 'county_name': 'JEFFERSON', 'location_country_code': 'USA', 'state_code': 'LA', 'state_name': 'Louisiana', 'zip4': '3401', 'zip5': '70123'}"
295527106,DENA0003445,MONTECH INC,ZLQWLEQ5HJ49,2024-09-26,-9410.57,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541618,OTHER MANAGEMENT CONSULTING SERVICES,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,UTILITY MANAGEMENT CONSULTANT SERVICES,"{'city_name': 'ALBUQUERQUE', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'BERNALILLO', 'location_country_code': 'USA', 'state_code': 'NM', 'state_name': 'New Mexico', 'zip4': '3008', 'zip5': '87102'}"
295527128,DENA0003624,MISSION SUPPORT & TEST SERVICES LLC,YSYZHPCG4XB3,2024-09-26,3793229.7,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Defense,Department of the Air Force,561210,FACILITIES SUPPORT SERVICES,M1JZ,OPERATION OF MISCELLANEOUS BUILDINGS,"MANAGEMENT AND OPERATION OF MISSION SUPPORT AND TEST SERVICES LLC'S FOLLOW-ON CONTRACT, DE-NA0003624 FOR THE MANAGEMENT AND OPERATION OF THE NEVADA NATIONAL SECURITY SITE (NNSS)","{'city_name': 'LAS VEGAS', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '003', 'county_name': 'CLARK', 'location_country_code': 'USA', 'state_code': 'NV', 'state_name': 'Nevada', 'zip4': '8518', 'zip5': '89193'}"
295527128,DENA0003624,MISSION SUPPORT & TEST SERVICES LLC,YSYZHPCG4XB3,2024-09-26,2186973.33,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561210,FACILITIES SUPPORT SERVICES,M1JZ,OPERATION OF MISCELLANEOUS BUILDINGS,"MANAGEMENT AND OPERATION OF MISSION SUPPORT AND TEST SERVICES LLC'S FOLLOW-ON CONTRACT, DE-NA0003624 FOR THE MANAGEMENT AND OPERATION OF THE NEVADA NATIONAL SECURITY SITE (NNSS).","{'city_name': 'LAS VEGAS', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '003', 'county_name': 'CLARK', 'location_country_code': 'USA', 'state_code': 'NV', 'state_name': 'Nevada', 'zip4': '8518', 'zip5': '89193'}"
295531863,DESC0014664,"OAK RIDGE ASSOCIATED UNIVERSITIES, INCORPORATED",JW7MLW3RRK34,2024-09-26,51633892.56,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",U099,EDUCATION/TRAINING- OTHER,MANAGEMENT OF THE OAK RIDGE INSTITUTE FOR SCIENCE AND EDUCATION.,"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '0117', 'zip5': '37831'}"
295531863,DESC0014664,"OAK RIDGE ASSOCIATED UNIVERSITIES, INCORPORATED",JW7MLW3RRK34,2024-09-26,14136635.08,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",U099,EDUCATION/TRAINING- OTHER,MANAGEMENT OF THE OAK RIDGE INSTITUTE FOR SCIENCE AND EDUCATION.,"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '0117', 'zip5': '37831'}"
292027127,89233121FNA400386,VECTOR RESOURCE INC,EK38FYR4WKJ7,2024-09-27,1000000.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,OFFICE OF SYSTEMS ENGINEERING AND INTEGRATION (NA-18) LIFE CYCLE LOGISTICS MANAGEMENT SUPPORT,"{'city_name': 'ALBUQUERQUE', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'BERNALILLO', 'location_country_code': 'USA', 'state_code': 'NM', 'state_name': 'New Mexico', 'zip4': '9700', 'zip5': '87101'}"
292027174,89233122CNA000284,PERIKIN ENTERPRISES LLC,F7FYWKK4NRN7,2024-09-27,0.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,Y1EB,CONSTRUCTION OF MAINTENANCE BUILDINGS,DESIGN AND CONSTRUCT WESTERN COMMAND (WC) VEHICLE MAINTENANCE FACILITY (VMF) OFFICE OF SECURE TRANSPORTATION (OST) NATIONAL NUCLEAR SECURITY ADMINISTRATION (NNSA),"{'city_name': 'ALBUQUERQUE', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'BERNALILLO', 'location_country_code': 'USA', 'state_code': 'NM', 'state_name': 'New Mexico', 'zip4': '2334', 'zip5': '87102'}"
292027182,89233122FNA000107,PARSONS GOVERNMENT SERVICES INC.,NMBCAG1JBKL7,2024-09-27,900000.0,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"THE Y-12 ACQUISITION AND PROJECT MANAGEMENT OFFICE (APMO), NA-93, PROVIDES CONTRACT MANAGEMENT AND CONTRACT OVERSIGHT FOR ONGOING CAPITAL PROJECTS AND MAJOR ITEMS OF EQUIPMENT AT THE Y-12 SITE IN OAK RIDGE, TENNESSEE. THE APMO ORGANIZATION IS COMPRIS","{'city_name': 'LAS VEGAS', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '003', 'county_name': 'CLARK', 'location_country_code': 'USA', 'state_code': 'NV', 'state_name': 'Nevada', 'zip4': '1627', 'zip5': '89135'}"
292027249,89233122FNA400494,"TECHSOURCE, LLC",DSDEKJ6JRLA7,2024-09-27,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,"TECHNICAL, LIAISON, AND ANALYTICAL SUPPORT SERVICES FOR THE OFFICE OF DEFENSE PROGRAMS (NA-10) AND THE OFFICE OF SYSTEMS ENGINEERING AND INTEGRATION (NA-18).","{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0102', 'zip5': '20585'}"
292027292,89233123FNA000116,PARSONS GOVERNMENT SERVICES INC.,NMBCAG1JBKL7,2024-09-27,13550.4,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"THE SAVANNAH RIVER SITE ACQUISITION AND PROJECT MANAGEMENT OFFICE (NA-94) WILL BE RESPONSIBLE FOR ALL THE LINE ITEM PROJECTS FOR NNSA AT SAVANNAH RIVER SITE (SRS). CURRENTLY NA-94 IS RESPONSIBLE FOR THREE (3) LINE-ITEM PROJECTS, EACH WITH ITS OWN ASS","{'city_name': 'CENTREVILLE', 'congressional_code': '11', 'country_name': 'UNITED STATES', 'county_code': '059', 'county_name': 'FAIRFAX', 'location_country_code': 'USA', 'state_code': 'VA', 'state_name': 'Virginia', 'zip4': '1922', 'zip5': '20120'}"
292027406,89233124FNA000167,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",SMNWM6HN79X5,2024-09-27,2279699.56,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,IT SERVICE MANAGEMENT AND INTEGRATION,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0001', 'zip5': '20585'}"
292027407,89233124FNA000168,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",SMNWM6HN79X5,2024-09-27,6022229.34,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,CYBERSECURITY SERVICES,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0001', 'zip5': '20585'}"
292027417,89233124FNA400576,BY LIGHT PROFESSIONAL IT SERVICES LLC,NKKQE6FG4C28,2024-09-27,1075049.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,HIGH FREQUENCY RADIO MAINTENANCE SUPPORT SERVICES FOR THE DOE/NNSA OFFICE OF EMERGENCY OPERATIONS (NA-40),"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0102', 'zip5': '20585'}"
292027478,89233124FNA400652,"ACATO INFORMATION MANAGEMENT, LLC",WHW5K373CL88,2024-09-27,4373679.5,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541512,COMPUTER SYSTEMS DESIGN SERVICES,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),CONTRACT FOR QUALITY ASSURANCE SERVICES FIRM FIXED PRICE,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0102', 'zip5': '20585'}"
292027610,89233218CNA000001,"TRIAD NATIONAL SECURITY, LLC",X7WUS5LRBQU3,2024-09-27,23743706.23,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Defense,Defense Advanced Research Projects Agency,561210,FACILITIES SUPPORT SERVICES,M1JZ,OPERATION OF MISCELLANEOUS BUILDINGS,REIMBURSABLE FUNDING FOR LOS ALAMOS NATIONAL LABORATORY MANAGEMENT AND OPERATING CONTRACT,"{'city_name': 'LOS ALAMOS', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '028', 'county_name': 'LOS ALAMOS', 'location_country_code': 'USA', 'state_code': 'NM', 'state_name': 'New Mexico', 'zip4': '0145', 'zip5': '87545'}"
292028025,89243120FSC000008,ACCENTURE FEDERAL SERVICES LLC,C47BNA8GM833,2024-09-27,2287219.93,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541512,COMPUTER SYSTEMS DESIGN SERVICES,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","TECHNICAL, PROFESSIONAL, INFORMATION MANAGEMENT AND TECHNOLOGY SUPPORT AND ASSISTANCE TO THE OFFICE OF SCIENCE - UNILATERAL MODIFICATION P00040 IS TO EXERCISE OPTION PERIOD 4 AND ADD INCREMENTAL FUNDING IN THE AMOUNT OF $2,287,219.93.","{'city_name': 'GERMANTOWN', 'congressional_code': '06', 'country_name': 'UNITED STATES', 'county_code': '031', 'county_name': 'MONTGOMERY', 'location_country_code': 'USA', 'state_code': 'MD', 'state_name': 'Maryland', 'zip4': '1299', 'zip5': '20874'}"
292028362,89243123CSC000133,OMNISYNC INCORPORATED,P1SLE2SMWLX5,2024-09-27,310180.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),"SBIR/STTR SUPPORT SERVICES TO THE DEPARTMENT OF ENERGY (DOE), SMALL BUSINESS INNOVATION RESEARCH (SBIR) AND SMALL BUSINESS TECHNOLOGY TRANSFER (STTR) PROGRAMS OFFICE.","{'city_name': 'SAN DIEGO', 'congressional_code': '51', 'country_name': 'UNITED STATES', 'county_code': '073', 'county_name': 'SAN DIEGO', 'location_country_code': 'USA', 'state_code': 'CA', 'state_name': 'California', 'zip4': '4410', 'zip5': '92123'}"
292028494,89243124CSC000170,SIMMONS & GOLDEN SECURITY LLC,KKWALQKX5A67,2024-09-27,101064.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561612,SECURITY GUARDS AND PATROL SERVICES,R430,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,PROTECTIVE FORCE SECURITY SERVICES,"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '8823', 'zip5': '37830'}"
292028806,89243221FEM400010,PROTECTION STRATEGIES INC,JWA9MZBLNE44,2024-09-27,1200000.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561612,SECURITY GUARDS AND PATROL SERVICES,R430,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE THE OPTION TO EXTEND AND ADD FUNDING TO CLIN-3.  NO OTHER TERMS OR CONDITIONS HAVE CHANGED.,"{'city_name': 'PLATTEVILLE', 'congressional_code': '08', 'country_name': 'UNITED STATES', 'county_code': '123', 'county_name': 'WELD', 'location_country_code': 'USA', 'state_code': 'CO', 'state_name': 'Colorado', 'zip4': '9201', 'zip5': '80651'}"
292028881,89243223FNE400097,ALLEGHENY SCIENCE & TECHNOLOGY CORPORATION,GLPKRZJL8GM3,2024-09-27,-39376.99,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"THE PURPOSE OF THIS MODIFICATION IS TO:  1. DE-OBLIGATE ($39,445.52) ON CLIN 00001 FOR INVOICE DISCOUNTS TAKEN, DECREASING THE OBLIGATED AMOUNT ON CLIN 00001 FROM $19,933,976.63 TO $19,894,531.11 AND THE TOTAL OBLIGATED AMOUNT FROM $19,980,836.63 TO","{'city_name': 'IDAHO FALLS', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '019', 'county_name': 'BONNEVILLE', 'location_country_code': 'USA', 'state_code': 'ID', 'state_name': 'Idaho', 'zip4': '0001', 'zip5': '83415'}"
292028913,89243224FNE400114,SIGMA SCIENCE INC,NB31NPVJHRZ5,2024-09-27,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,TASK ORDER 10 - USE OF EXISTING INDUSTRY NUMERICAL MODELS TO PREDICT THE FUEL ROD PERFORMANCE DURING  REPRESENTATIVE EARTHQUAKES - PHASE II AUTHORIZATION  THIS MODIFICATION AUTHORIZES PHASE II OF THE TASK ORDER 10: USE OF EXISTING INDUSTRY NUMERICA,"{'city_name': 'ALBUQUERQUE', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'BERNALILLO', 'location_country_code': 'USA', 'state_code': 'NM', 'state_name': 'New Mexico', 'zip4': '8123', 'zip5': '87110'}"
292028940,89243224PNE000080,THERMO ELECTRON NORTH AMERICA LLC,CMBPHDRMCS51,2024-09-27,33692.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,811210,ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,J066,MAINT/REPAIR/REBUILD OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,BASE PLUS 2-YEAR SERVICE AGREEMENT WITH THERMO FISHER FOR TWO ICP-MS SPECTROMETERS AT THE RESL,"{'city_name': 'IDAHO FALLS', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '019', 'county_name': 'BONNEVILLE', 'location_country_code': 'USA', 'state_code': 'ID', 'state_name': 'Idaho', 'zip4': '0001', 'zip5': '83415'}"
292028941,89243224PNE000081,"HOPEWELL DESIGNS, INC.",M4KDZ8GCL7J4,2024-09-27,41100.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,334517,IRRADIATION APPARATUS MANUFACTURING,5860,"STIMULATED COHERENT RADIATION DEVICES, COMPONENTS, AND ACCESSORIES",PURCHASE CUSTOM ROTARY TABLES FOR AM-241 IRRADIATOR AND SR-90 BETA IRRADIATOR,"{'city_name': 'IDAHO FALLS', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '019', 'county_name': 'BONNEVILLE', 'location_country_code': 'USA', 'state_code': 'ID', 'state_name': 'Idaho', 'zip4': '0001', 'zip5': '83415'}"
292029361,89243320CFE000041,WE2 SUPPORT SERVICES 8A JV LLC,ELXNHFYVZST7,2024-09-27,804596.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561210,FACILITIES SUPPORT SERVICES,S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,SITE OPERATIONS SUPPORT SERVICES IV (SOS IV) - MODIFICATION 126 INCREMENTAL FUNDING  SBA REQUIREMENT NUMBER - 0390/19/900028/01,"{'city_name': 'MORGANTOWN', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '061', 'county_name': 'MONONGALIA', 'location_country_code': 'USA', 'state_code': 'WV', 'state_name': 'West Virginia', 'zip4': '0880', 'zip5': '26507'}"
292029714,89243322FFE000027,RELX INC.,LKAAJG8KK4U1,2024-09-27,0.0,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,511120,PERIODICAL PUBLISHERS,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),"ANNUAL RENEWAL OF LEXISNEXIS SUBSCRIPTION, FOR 6 USERS FOR LEXIS+ AND ONE USER FOR COURTLINK FOR POP 10/1/2022 TO 9/30/2023.  MODIFICATION P00002 CLOSE OUT","{'city_name': 'MORGANTOWN', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '061', 'county_name': 'MONONGALIA', 'location_country_code': 'USA', 'state_code': 'WV', 'state_name': 'West Virginia', 'zip4': '0800', 'zip5': '26505'}"
292029918,89243323FFE400480,STERLING COMPUTERS CORPORATION,YZTLALWM4UC7,2024-09-27,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,7B20,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),CLOSEOUT,"{'city_name': 'NORTH SIOUX CITY', 'congressional_code': '00', 'country_name': 'UNITED STATES', 'county_code': '127', 'county_name': 'UNION', 'location_country_code': 'USA', 'state_code': 'SD', 'state_name': 'South Dakota', 'zip4': '3155', 'zip5': '57049'}"
